"","id","text","rating","afinn","lsd","vader","sums"
"886",886,"RT @saradmahmoud: ","Negative",0,0,0,0
"887",887,"@BorowitzReport: Walker Emerges as Leading Candidate to Run Enterprise Rent-A-Car Branch."" http://t.co/StOs8P4shB #ScottWalker #GOPDebate","Neutral",0,0,0,0
"890",890,"RT @ShawnDrurySC: Jeb: My father was...OH NEVERMIND. Parenting is so overrated. ","Negative",0,0,0,0
"893",893,"RT @rmuench22: This. Is. EVERYTHING. ","Positive",0,0,0,0
"896",896,"","Negative",0,0,0,0
"897",897,"RT @ericstonestreet: Trump has Cam hands. ","Positive",0,0,0,0
"899",899,"RT @Muxywithmoxie: Walker Emerges as Leading Candidate to Run Enterprise Rent-A-Car Branch http://t.co/X6QA8MUTa7 ","Neutral",0,0,0,0
"901",901,"RT @BMOREBrian: @BRappy55 RT @HuffPostLive: Last night's ","Neutral",0,0,0,0
"903",903,"RT @OniLordAsmodeus: @GiuseppeIV ...and to his campaign announcements.  ","Negative",0,0,0,0
"907",907,"RT @nvr2conservativ: ","Negative",0,0,0,0
"908",908,"Why is abortion even a topic? Does anyone remember ","Neutral",0,0,0,0
"909",909,"RT @Popehat: ","Negative",0,0,0,0
"914",914,"RT @AcerbicAxioms: Is @FoxNews going to ask ","Negative",0,0,0,0
"919",919,"captain_landon: Preview of Donald Trump tonight at the ","Neutral",0,0,0,0
"923",923,"Lmbo shoutout to Twitter. Yall even make ","Neutral",0,0,0,0
"925",925,"The more you know ","Neutral",0,0,0,0
"927",927,"RT @MarthaMartinMe: ","Positive",0,0,0,0
"928",928,"RT @joeykramer: @Aerosmith Headed out to the ","Neutral",0,0,0,0
"931",931,"Trump can't say when he became Conservative because HES NOT ","Positive",0,0,0,0
"933",933,"RT @NickSylian: From today to the time the next president has one year in office ","Negative",0,0,0,0
"934",934,"RT @picsofmattdamon: Oh ho ho. A scene where ","Negative",0,0,0,0
"936",936,"RT @TyWahlbrink: It took the ","Neutral",0,0,0,0
"938",938,"","Neutral",0,0,0,0
"943",943,"Hurry ","Negative",0,0,0,0
"950",950,"Listening to ","Negative",0,0,0,0
"951",951,"","Neutral",0,0,0,0
"958",958,"RT @goldietaylor: Huckabee. ","Negative",0,0,0,0
"959",959,"RT @goldietaylor: Closing statements! ","Neutral",0,0,0,0
"965",965,"Oh they are real and even have the same hair, sorta.  They are all @realDonaldTrump 
#GOPDebate  https://t.co/mTQdsDGPEb","Neutral",0,0,0,0
"966",966,"RT @AC360: ","Neutral",0,0,0,0
"967",967,"GmaDawny: RT RhondaWatkGwyn: ","Positive",0,0,0,0
"975",975,"RT @SalMasekela: Rand Paul should have gone with, 'I've got curly hair!' and dropped the mic. #GOPDebates","Neutral",0,0,0,0
"980",980,"Jeb Bush: Im more prolife than others because of Schiavo. ","Neutral",0,0,0,0
"987",987,"We looooooove Israel so much. ","Negative",0,0,0,0
"988",988,"","Positive",0,0,0,0
"991",991,"RT @Sanddragger: ","Positive",0,0,0,0
"993",993,"RT @ericstonestreet: Trump has Cam hands. ","Positive",0,0,0,0
"999",999,"Carly Fiorina wrote an op-ed for us at IJReview after her performance last night.  http://t.co/LdQE8KG2ZW ","Negative",0,0,0,0
